"module name","license","repository"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.27.1","MIT","https://github.com/babel/babel"
"@babel/runtime@7.27.6","MIT","https://github.com/babel/babel"
"@babel/template@7.27.2","MIT","https://github.com/babel/babel"
"@babel/traverse@7.28.0","MIT","https://github.com/babel/babel"
"@babel/types@7.28.1","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@chromatic-com/storybook@3.2.7","MIT","https://github.com/chromaui/addon-visual-tests"
"@cspotcode/source-map-support@0.8.1","MIT","https://github.com/cspotcode/node-source-map-support"
"@csstools/color-helpers@5.0.2","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-calc@2.1.4","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@3.0.10","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@3.0.5","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@3.0.4","MIT","https://github.com/csstools/postcss-plugins"
"@dnd-kit/accessibility@3.1.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/core@6.3.1","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/sortable@10.0.0","MIT","https://github.com/clauderic/dnd-kit"
"@dnd-kit/utilities@3.2.2","MIT","https://github.com/clauderic/dnd-kit"
"@esbuild/darwin-arm64@0.18.20","MIT","https://github.com/evanw/esbuild"
"@esbuild/darwin-arm64@0.21.5","MIT","https://github.com/evanw/esbuild"
"@esbuild/darwin-arm64@0.25.8","MIT","https://github.com/evanw/esbuild"
"@eslint-community/eslint-utils@4.7.0","MIT","https://github.com/eslint-community/eslint-utils"
"@eslint-community/regexpp@4.12.1","MIT","https://github.com/eslint-community/regexpp"
"@eslint/config-array@0.21.0","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/config-helpers@0.3.0","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/core@0.15.1","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/eslintrc@3.3.1","MIT","https://github.com/eslint/eslintrc"
"@eslint/js@9.31.0","MIT","https://github.com/eslint/eslint"
"@eslint/object-schema@2.1.6","Apache-2.0","https://github.com/eslint/rewrite"
"@eslint/plugin-kit@0.3.4","Apache-2.0","https://github.com/eslint/rewrite"
"@floating-ui/core@1.7.2","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/dom@1.7.2","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/react-dom@2.1.4","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/react@0.26.28","MIT","https://github.com/floating-ui/floating-ui"
"@floating-ui/utils@0.2.10","MIT","https://github.com/floating-ui/floating-ui"
"@gar/promisify@1.1.3","MIT","https://github.com/wraithgar/gar-promisify"
"@hapi/hoek@9.3.0","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/topo@5.1.0","BSD-3-Clause","https://github.com/hapijs/topo"
"@headlessui/react@2.2.4","MIT","https://github.com/tailwindlabs/headlessui"
"@heroicons/react@2.2.0","MIT","https://github.com/tailwindlabs/heroicons"
"@humanfs/core@0.19.1","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanfs/node@0.16.6","Apache-2.0","https://github.com/humanwhocodes/humanfs"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.3.1","Apache-2.0","https://github.com/humanwhocodes/retry"
"@humanwhocodes/retry@0.4.3","Apache-2.0","https://github.com/humanwhocodes/retry"
"@isaacs/balanced-match@4.0.1","MIT","https://github.com/isaacs/balanced-match"
"@isaacs/brace-expansion@5.0.0","MIT",""
"@isaacs/cliui@8.0.2","ISC","https://github.com/yargs/cliui"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/console@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/core@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/core@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/create-cache-key-function@30.0.2","MIT","https://github.com/jestjs/jest"
"@jest/diff-sequences@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/environment@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/environment@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/expect-utils@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/expect-utils@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/expect@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/expect@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/get-type@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/globals@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/globals@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/pattern@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/reporters@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/reporters@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/schemas@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/schemas@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/schemas@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/snapshot-utils@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/source-map@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/source-map@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/test-result@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/test-result@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/test-sequencer@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/test-sequencer@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/transform@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/transform@30.0.5","MIT","https://github.com/jestjs/jest"
"@jest/types@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/types@30.0.1","MIT","https://github.com/jestjs/jest"
"@jest/types@30.0.5","MIT","https://github.com/jestjs/jest"
"@joshwooding/vite-plugin-react-docgen-typescript@0.5.0","MIT","https://github.com/joshwooding/vite-plugin-react-docgen-typescript"
"@jridgewell/gen-mapping@0.3.12","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.5.4","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.29","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.9","MIT","https://github.com/jridgewell/trace-mapping"
"@kurkle/color@0.3.4","MIT","https://github.com/kurkle/color"
"@lukeed/csprng@1.1.0","MIT","https://github.com/lukeed/csprng"
"@mdx-js/react@3.1.0","MIT","https://github.com/mdx-js/mdx"
"@microsoft/tsdoc@0.15.1","MIT","https://github.com/microsoft/tsdoc"
"@modelcontextprotocol/sdk@1.17.1","MIT","https://github.com/modelcontextprotocol/typescript-sdk"
"@monaco-editor/loader@1.5.0","MIT","https://github.com/suren-atoyan/monaco-loader"
"@monaco-editor/react@4.7.0","MIT","https://github.com/suren-atoyan/monaco-react"
"@nestjs/common@11.1.6","MIT","https://github.com/nestjs/nest"
"@nestjs/config@4.0.2","MIT","https://github.com/nestjs/config"
"@nestjs/core@11.1.6","MIT","https://github.com/nestjs/nest"
"@nestjs/jwt@11.0.0","MIT","https://github.com/nestjs/jwt"
"@nestjs/mapped-types@2.1.0","MIT","https://github.com/nestjs/mapped-types"
"@nestjs/passport@11.0.5","MIT","https://github.com/nestjs/passport"
"@nestjs/platform-express@11.1.6","MIT","https://github.com/nestjs/nest"
"@nestjs/swagger@11.2.0","MIT","https://github.com/nestjs/swagger"
"@nestjs/testing@11.1.6","MIT","https://github.com/nestjs/nest"
"@nestjs/typeorm@11.0.0","MIT","https://github.com/nestjs/typeorm"
"@noble/hashes@1.8.0","MIT","https://github.com/paulmillr/noble-hashes"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/fs@1.1.1","ISC",""
"@npmcli/move-file@1.1.2","MIT","https://github.com/npm/move-file"
"@nuxt/opencollective@0.4.1","MIT","https://github.com/nuxt-contrib/opencollective"
"@paralleldrive/cuid2@2.2.2","MIT","https://github.com/ericelliott/cuid2"
"@pkgjs/parseargs@0.11.0","MIT","https://github.com/pkgjs/parseargs"
"@pkgr/core@0.2.9","MIT","https://github.com/un-ts/pkgr"
"@playwright/test@1.54.1","Apache-2.0","https://github.com/microsoft/playwright"
"@prisma/client@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/config@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/debug@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/engines-version@6.13.0-35.361e86d0ea4987e9f53a565309b3eed797a6bcbd","Apache-2.0","https://github.com/prisma/engines-wrapper"
"@prisma/engines@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/fetch-engine@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@prisma/get-platform@6.13.0","Apache-2.0","https://github.com/prisma/prisma"
"@radix-ui/number@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/primitive@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-accordion@1.2.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-alert-dialog@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-arrow@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-avatar@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collapsible@1.1.11","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-collection@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-compose-refs@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-context@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dialog@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-direction@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dismissable-layer@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-dropdown-menu@2.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-guards@1.1.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-focus-scope@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-id@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-label@2.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-menu@2.1.15","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popover@1.1.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-popper@1.2.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-portal@1.1.9","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-presence@1.1.4","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-primitive@2.1.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-roving-focus@1.1.10","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-select@2.2.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-separator@1.1.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-slot@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-switch@1.2.5","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tabs@1.1.12","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-toast@1.2.14","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-tooltip@1.2.7","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-callback-ref@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-controllable-state@1.2.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-effect-event@0.0.2","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-escape-keydown@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-is-hydrated@0.1.0","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-layout-effect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-previous@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-use-size@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/react-visually-hidden@1.2.3","MIT","https://github.com/radix-ui/primitives"
"@radix-ui/rect@1.1.1","MIT","https://github.com/radix-ui/primitives"
"@react-aria/focus@3.20.5","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-aria/interactions@3.25.3","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-aria/ssr@3.9.9","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-aria/utils@3.29.1","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-stately/flags@3.1.2","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-stately/utils@3.10.7","Apache-2.0","https://github.com/adobe/react-spectrum"
"@react-types/shared@3.30.0","Apache-2.0","https://github.com/adobe/react-spectrum"
"@rekog/mcp-nest@1.7.3","MIT","https://github.com/rekog-labs/MCP-Nest"
"@remix-run/router@1.23.0","MIT","https://github.com/remix-run/react-router"
"@rolldown/pluginutils@1.0.0-beta.27","MIT","https://github.com/rolldown/rolldown"
"@rollup/pluginutils@5.2.0","MIT","https://github.com/rollup/plugins"
"@rollup/rollup-darwin-arm64@4.45.1","MIT","https://github.com/rollup/rollup"
"@scarf/scarf@1.4.0","Apache-2.0","https://github.com/scarf-sh/scarf-js"
"@sideway/address@4.1.5","BSD-3-Clause","https://github.com/sideway/address"
"@sideway/formula@3.0.1","BSD-3-Clause","https://github.com/sideway/formula"
"@sideway/pinpoint@2.0.0","BSD-3-Clause","https://github.com/sideway/pinpoint"
"@sinclair/typebox@0.27.8","MIT","https://github.com/sinclairzx81/typebox"
"@sinclair/typebox@0.34.38","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@sinonjs/fake-timers@13.0.5","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@sqltools/formatter@1.2.5","MIT","https://github.com/mtxr/vscode-sqltools"
"@standard-schema/spec@1.0.0","MIT","https://github.com/standard-schema/standard-schema"
"@storybook/addon-actions@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-backgrounds@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-controls@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-docs@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-essentials@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-highlight@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-interactions@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-links@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-measure@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-onboarding@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-outline@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-toolbars@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/addon-viewport@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/blocks@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/builder-vite@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/channels@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/client-logger@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/components@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-common@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/core-events@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/core@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf-plugin@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf-tools@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/csf@0.1.13","MIT","https://github.com/ComponentDriven/csf"
"@storybook/global@5.0.0","MIT","https://github.com/storybookjs/global"
"@storybook/icons@1.4.0","MIT","https://github.com/storybookjs/icons"
"@storybook/instrumenter@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/manager-api@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/node-logger@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/preview-api@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@storybook/preview-api@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/react-dom-shim@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/react-vite@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/react@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/test-runner@0.16.0","MIT","https://github.com/storybookjs/test-runner"
"@storybook/test@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/theming@8.6.14","MIT","https://github.com/storybookjs/storybook"
"@storybook/types@7.6.20","MIT","https://github.com/storybookjs/storybook"
"@svgdotjs/svg.draggable.js@3.0.6","MIT","https://github.com/svgdotjs/svg.draggable.js"
"@svgdotjs/svg.filter.js@3.0.9","MIT","https://github.com/svgdotjs/svg.filter.js"
"@svgdotjs/svg.js@3.2.4","MIT","https://github.com/svgdotjs/svg.js"
"@svgdotjs/svg.resize.js@2.0.5","MIT","https://github.com/svgdotjs/svg.resize.js"
"@svgdotjs/svg.select.js@4.0.3","MIT","https://github.com/svgdotjs/svg.select.js"
"@swc/core-darwin-arm64@1.13.1","Apache-2.0 AND MIT","https://github.com/swc-project/swc"
"@swc/core@1.13.1","Apache-2.0","https://github.com/swc-project/swc"
"@swc/counter@0.1.3","Apache-2.0","https://github.com/swc-project/pkgs"
"@swc/helpers@0.5.17","Apache-2.0","https://github.com/swc-project/swc"
"@swc/jest@0.2.39","MIT","https://github.com/swc-project/pkgs"
"@swc/types@0.1.23","Apache-2.0","https://github.com/swc-project/swc"
"@tanstack/react-virtual@3.13.12","MIT","https://github.com/TanStack/virtual"
"@tanstack/virtual-core@3.13.12","MIT","https://github.com/TanStack/virtual"
"@testing-library/dom@10.4.0","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/jest-dom@6.5.0","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/jest-dom@6.6.3","MIT","https://github.com/testing-library/jest-dom"
"@testing-library/react@16.3.0","MIT","https://github.com/testing-library/react-testing-library"
"@testing-library/user-event@14.5.2","MIT","https://github.com/testing-library/user-event"
"@tokenizer/inflate@0.2.7","MIT","https://github.com/Borewit/tokenizer-inflate"
"@tokenizer/token@0.3.0","MIT","https://github.com/Borewit/tokenizer-token"
"@tootallnate/once@1.1.2","MIT","https://github.com/TooTallNate/once"
"@tsconfig/node10@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node12@1.0.11","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node14@1.0.3","MIT","https://github.com/tsconfig/bases"
"@tsconfig/node16@1.0.4","MIT","https://github.com/tsconfig/bases"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.20.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/bcryptjs@2.4.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/body-parser@1.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/compression@1.8.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cookiejar@2.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/cors@2.8.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/doctrine@0.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@4.19.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express-serve-static-core@5.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@4.17.23","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/express@5.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/find-cache-dir@3.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/http-errors@2.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@30.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsonp@0.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsonwebtoken@9.0.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jsonwebtoken@9.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mdx@2.0.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/methods@1.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/morgan@1.9.10","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ms@2.1.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node-fetch@2.6.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.19.120","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.16.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/normalize-package-data@2.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/passport-local@1.0.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/passport-strategy@0.2.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/passport@1.0.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/pretty-hrtime@1.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prismjs@1.26.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.14.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@18.3.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-slick@0.23.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.23","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@1.20.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
